PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS14226386,07/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2019,50,0,
LS14355800,07/12/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,15/01/2019,25,0,
LS15017053,07/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2019,0,0,
LS15017064,07/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2019,0,0,
LS05146377,07/12/2018,LIDGETT HILL CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,01/01/2019,25,0,
LS05146388,07/12/2018,LIDGETT HILL CP - PUDSEY                                    ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,23/02/2019,75,0,
LS06845531,07/12/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,17/01/2019,0,0,
LS07232560,07/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2019,75,0,
LS07232560,07/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/02/2019,75,0,
LS11758990,07/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/01/2019,50,0,
LS14226240,07/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2019,83,0,
LS14355800,07/12/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,16/01/2019,25,0,
LS07547379,08/12/2018,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2019,0,83,
LS07547379,08/12/2018,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2019,0,83,
LS0754738A,08/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/02/2019,0,0,
LS07547390,08/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS07547492,08/12/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,83,
LS07547492,08/12/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,0,83,
LS07823498,08/12/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/02/2019,25,0,
LS07823523,08/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/01/2019,0,0,
LS11535420,08/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,83,
LS14130629,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/02/2019,50,0,
LS1413063A,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,83,0,
LS14130673,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS14130797,08/12/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/01/2019,25,0,
LS14356020,08/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,01/01/2019,50,0,
LS15017100,08/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS07547368,08/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,83,0,
LS07547368,08/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS07547390,08/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS07547506,08/12/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS07823476,08/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,0,0,
LS07823498,08/12/2018,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/02/2019,25,0,
LS11535420,08/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,0,83,
LS12448117,08/12/2018,HOLT PARK CP - HOLT PARK                                    ,86 BEYOND THE BAY MARKINGS                        ,50,08/01/2019,0,0,
LS1413063A,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS14130695,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/01/2019,0,0,
LS1413071A,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS14130720,08/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,50,0,
LS14130797,08/12/2018,BURLEY ROAD CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/01/2019,25,0,
LS15017097,08/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS15017097,08/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,25,0,
LS15017100,08/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS07823534,09/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/02/2019,25,0,
LS07823578,09/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,0,0,
LS08533096,09/12/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2019,83,0,
LS08533096,09/12/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2019,83,0,
LS0853310A,09/12/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/01/2019,25,0,
LS0853310A,09/12/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/01/2019,25,0,
LS08533187,09/12/2018,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2019,83,0,
LS08533187,09/12/2018,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2019,83,0,
LS14130979,09/12/2018,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,29/01/2019,50,0,
LS07823534,09/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,25,0,
LS07823545,09/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,0,
LS07823545,09/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,0,0,
LS1413098A,09/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,75,
LS1413098A,09/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,0,75,
LS11535566,10/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,50,0,
LS12143583,10/12/2018,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,16/01/2019,25,0,
LS12143663,10/12/2018,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,18/03/2019,83,0,
LS14356053,10/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2019,0,0,
LS14356097,10/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,0,
LS14356097,10/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2019,0,0,
LS14356100,10/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/01/2019,50,0,
LS15017133,10/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2019,25,0,
LS15017144,10/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS15017144,10/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS15319507,10/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,83,0,
LS15319518,10/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,83,0,
LS15319518,10/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS12143583,10/12/2018,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,15/01/2019,25,0,
LS12143663,10/12/2018,QUEENSWAY CP - MORLEY                                       ,86 BEYOND THE BAY MARKINGS                        ,50,12/02/2019,83,0,
LS14131111,10/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/02/2019,0,83,
LS14131111,10/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2019,0,83,
LS14131133,10/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,12/02/2019,75,0,
LS14131133,10/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/02/2019,75,0,
LS14356064,10/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,50,0,
LS15017177,10/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/01/2019,0,0,
LS15319507,10/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS06738214,11/12/2018,NORTH PARADE CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2019,0,0,
LS08320641,11/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS08533562,11/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS08533584,11/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS0853361A,11/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS11535635,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,0,0,
LS11535646,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS11535690,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,0,83,
LS12143710,11/12/2018,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,12/02/2019,0,113,
LS12143710,11/12/2018,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,18/03/2019,0,113,
LS12233697,11/12/2018,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,12/02/2019,75,0,
LS12233697,11/12/2018,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,21/03/2019,75,0,
LS08446242,11/12/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/01/2019,50,0,
LS08533562,11/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS11535646,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS11535668,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS11535668,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS11535690,11/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,83,
LS12233697,11/12/2018,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/02/2019,75,0,
LS07124182,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS07124182,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS07124193,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/03/2019,0,0,
LS07124207,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,0,0,
LS07124229,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS07124284,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,0,83,
LS08320663,12/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2019,50,0,
LS08320685,12/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS08717452,12/12/2018,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/02/2019,50,0,
LS08717463,12/12/2018,MEADOW LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2019,0,0,
LS07124193,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,0,
LS07124284,12/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/02/2019,0,83,
LS08717430,12/12/2018,HUNSLET LANE CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2019,0,0,
LS11636326,12/12/2018,CLUSTER OF NUTS CP - WETHERBY,85 PARKED IN A PERMIT BAY WITHOUT PERMIT,70,04/01/2019,0,0,
LS05146515,13/12/2018,LEISURE CENTRE CP - PUDSEY                                  ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,10/01/2019,25,0,
LS07124364,13/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2019,50,0,
LS07823647,13/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2019,0,0,
LS08717645,13/12/2018,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,26/02/2019,0,0,
LS09930309,13/12/2018,BARLEY HILL ROAD CP - GARFORTH                              ,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,01/01/2019,35,0,
LS14356563,13/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS14356585,13/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/01/2019,50,0,
LS05146515,13/12/2018,LEISURE CENTRE CP - PUDSEY                                  ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,11/01/2019,25,0,
LS07124375,13/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/02/2019,50,0,
LS07823636,13/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/01/2019,50,0,
LS08446606,13/12/2018,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/01/2019,50,0,
LS08717645,13/12/2018,OATLAND GREEN CP - SHEEPSCAR                                ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,08/03/2019,0,0,
LS09930309,13/12/2018,BARLEY HILL ROAD CP - GARFORTH                              ,91 PARKED IN AREA NOT FOR THAT CLASS OF VEHICLE,70,03/01/2019,35,0,
LS11636406,13/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/01/2019,0,0,
LS14356563,13/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,13/02/2019,83,0,
LS14356665,13/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/01/2019,0,0,
LS0673827A,14/12/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/01/2019,25,0,
LS08320754,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2019,0,0,
LS08320776,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2019,0,0,
LS08320787,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,16/01/2019,25,0,
LS08320812,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2019,25,0,
LS12233788,14/12/2018,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,25,0,
LS14440284,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/02/2019,25,0,
LS14440295,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/01/2019,0,0,
LS14440309,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,25/02/2019,0,0,
LS1444031A,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/01/2019,0,0,
LS15017235,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS15017290,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/01/2019,50,0,
LS15017304,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2019,0,0,
LS0673827A,14/12/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,01/01/2019,25,0,
LS08320787,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,17/01/2019,25,0,
LS08320798,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,08/02/2019,0,0,
LS08320801,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/02/2019,75,0,
LS08320801,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,14/03/2019,75,0,
LS08320823,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/01/2019,25,0,
LS08320823,14/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,21/01/2019,25,0,
LS11535748,14/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/01/2019,50,0,
LS11535759,14/12/2018,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS12233766,14/12/2018,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS12233766,14/12/2018,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS12233777,14/12/2018,KIRKSTALL RD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/01/2019,0,0,
LS14131213,14/12/2018,BEECH HILL CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/01/2019,0,0,
LS14440273,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/01/2019,0,0,
LS1444031A,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/01/2019,0,0,
LS15017235,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,0,0,
LS15017246,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,25,0,
LS15017246,14/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS05146606,15/12/2018,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,13/01/2019,50,0,
LS05146617,15/12/2018,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/01/2019,50,0,
LS07548021,15/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2019,83,0,
LS07548032,15/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/01/2019,25,0,
LS07548054,15/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/01/2019,50,0,
LS07548065,15/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,02/01/2019,0,0,
LS08446741,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,25,0,
LS08446796,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2019,50,0,
LS08533890,15/12/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,02/01/2019,25,0,
LS11535828,15/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/03/2019,25,0,
LS11535828,15/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/03/2019,25,0,
LS11636654,15/12/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/01/2019,0,0,
LS15017337,15/12/2018,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/01/2019,0,0,
LS05146592,15/12/2018,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,04/01/2019,0,0,
LS05758260,15/12/2018,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/03/2019,50,0,
LS07232935,15/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/01/2019,0,0,
LS07232946,15/12/2018,BECKETT ST UPPER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,0,0,
LS07548021,15/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,15/02/2019,83,0,
LS07548032,15/12/2018,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,03/01/2019,25,0,
LS07548043,15/12/2018,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/01/2019,50,0,
LS08446741,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,25,0,
LS08446752,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS08446763,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS08446774,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,03/01/2019,0,0,
LS08446810,15/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/01/2019,50,0,
LS08533890,15/12/2018,BECKETT ST UPPER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,03/01/2019,25,0,
LS11636643,15/12/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/02/2019,50,0,
LS07044709,16/12/2018,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,01/01/2019,35,0,
LS14227141,16/12/2018,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/01/2019,0,0,
LS14227163,16/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/02/2019,25,0,
LS15700380,16/12/2018,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/01/2019,50,0,
LS07044709,16/12/2018,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,02/01/2019,35,0,
LS08534066,16/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/01/2019,25,0,
LS08534066,16/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,25,0,
LS08534077,16/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,83,0,
LS08534077,16/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS14227163,16/12/2018,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,22/02/2019,25,0,
LS06245920,17/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,02/01/2019,25,0,
LS06245931,17/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,01/02/2019,50,0,
LS06245986,17/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,75,0,
LS06245986,17/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,14/03/2019,75,0,
LS06246005,17/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,83,0,
LS06246005,17/12/2018,INTERNATIONAL POOL CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2019,83,0,
LS07548247,17/12/2018,QUARRY HILL B CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/01/2019,50,0,
LS0754827A,17/12/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/02/2019,25,0,
LS0754827A,17/12/2018,QUARRY HILL B CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,21/03/2019,25,0,
